make;model;priceUSD;mileage(kilometers);fuel_type;volume(cm3);segment;length;width;columna_fecha
nissan;almera;700;555556.0;diesel;2000.0;C;6.69999999999999;2.2;06/08/2020
nissan;almera;2650;209.0;diesel;2184.0;C;6.79999999999999;2.1000000000000005;28/04/2016
nissan;almera;800;360000.0;petrol;1400.0;C;7.299999999999988;2.4000000000000004;12/10/2019
nissan;almera;2800;360000.0;petrol;1600.0;C;5.399999999999995;2.2;18/03/2021
nissan;almera;850;430000.0;petrol;1400.0;C;7.099999999999989;1.7;12/02/2017
nissan;almera;6000;70000.0;petrol;1600.0;C;5.999999999999993;2.1000000000000005;20/07/2015
nissan;almera;1050;210000.0;petrol;1600.0;C;5.699999999999994;2.2;28/06/2019
nissan;almera;3100;273000.0;petrol;1500.0;C;5.099999999999996;2.0;07/02/2015
nissan;almera;3250;240000.0;petrol;1500.0;C;7.299999999999988;1.7;08/12/2018
nissan;almera;6850;50000.0;petrol;1600.0;C;5.199999999999996;1.9000000000000001;20/02/2015
nissan;almera;6950;94000.0;petrol;1600.0;C;5.899999999999993;1.7;07/10/2015
nissan;almera;1569;192000.0;petrol;1400.0;C;6.299999999999992;2.4000000000000004;06/05/2019
nissan;almera;2650;329000.0;diesel;2200.0;C;6.0999999999999925;1.8;02/07/2015
nissan;almera;2900;295000.0;petrol;1500.0;C;6.199999999999992;2.4000000000000004;11/11/2016
nissan;almera;1150;430000.0;petrol;1400.0;C;6.89999999999999;2.3000000000000007;13/07/2018
nissan;almera;1850;280000.0;petrol;1500.0;C;4.299999999999999;1.9000000000000001;27/09/2016
nissan;almera;3099;237000.0;petrol;1500.0;C;4.199999999999999;2.3000000000000007;06/12/2018
nissan;almera;1100;300000.0;petrol;1400.0;C;5.199999999999996;1.9000000000000001;03/12/2015
nissan;almera;1850;320000.0;diesel;2000.0;C;6.69999999999999;1.9000000000000001;14/12/2019
nissan;almera;1500;300000.0;petrol;1600.0;C;5.699999999999994;2.3000000000000007;02/03/2019
nissan;almera;6750;122300.0;petrol;1600.0;C;6.79999999999999;1.8;05/07/2020
nissan;almera;7900;65000.0;petrol;1600.0;C;4.1;2.0;05/09/2021
nissan;almera;2700;290000.0;petrol;1500.0;C;5.599999999999994;2.4000000000000004;01/05/2018
nissan;almera;1400;375000.0;petrol;1400.0;C;5.799999999999994;2.3000000000000007;22/08/2020
nissan;almera;2499;280000.0;petrol;1500.0;C;7.499999999999988;2.3000000000000007;22/12/2021
nissan;almera;3850;183000.0;petrol;1500.0;C;4.6999999999999975;1.8;30/01/2017
nissan;almera;1850;269000.0;petrol;1400.0;C;6.499999999999991;2.3000000000000007;26/05/2015
nissan;almera;4500;244000.0;petrol;1500.0;C;5.999999999999993;2.1000000000000005;30/01/2016
nissan;almera;4200;157689.0;petrol;1500.0;C;7.899999999999986;2.2;27/12/2017
nissan;almera;9350;33954.0;petrol;1600.0;C;5.799999999999994;2.3000000000000007;27/06/2019
nissan;almera;1100;300000.0;diesel;2000.0;C;4.499999999999998;1.7;02/11/2016
nissan;almera;1000;220000.0;diesel;2000.0;C;7.699999999999987;1.9000000000000001;30/03/2015
nissan;almera;6200;67000.0;petrol;1600.0;C;7.399999999999988;2.0;14/01/2016
nissan;almera;800;190000.0;petrol;1500.0;C;7.099999999999989;1.7;20/08/2019
nissan;almera;2900;280000.0;diesel;1500.0;C;7.7999999999999865;1.8;07/05/2017
nissan;almera;2900;270000.0;petrol;1500.0;C;6.89999999999999;1.9000000000000001;03/03/2017
nissan;almera;1800;230000.0;diesel;2200.0;C;7.699999999999987;2.0;27/08/2018
nissan;almera;1999;300000.0;petrol;1400.0;C;7.199999999999989;2.0;19/01/2021
nissan;almera;2800;215000.0;petrol;1500.0;C;7.399999999999988;1.7;09/11/2019
nissan;almera;1948;241000.0;petrol;1400.0;C;6.0999999999999925;1.9000000000000001;17/09/2016
nissan;almera;8000;107000.0;petrol;1600.0;C;7.399999999999988;2.4000000000000004;18/06/2016
nissan;almera;1600;197000.0;petrol;1400.0;C;7.699999999999987;1.9000000000000001;14/07/2021
nissan;almera;2350;435000.0;diesel;2000.0;C;5.999999999999993;2.2;16/12/2015
nissan;almera;3000;216000.0;petrol;1500.0;C;4.6999999999999975;1.7;19/08/2019
nissan;almera;3500;340000.0;diesel;2200.0;C;5.299999999999995;1.8;24/05/2016
nissan;almera;1000;40000.0;petrol;1600.0;C;6.199999999999992;1.8;26/12/2021
nissan;almera;2750;145000.0;petrol;1800.0;C;4.799999999999997;2.2;08/06/2017
nissan;almera;1500;260000.0;petrol;1500.0;C;6.3999999999999915;1.8;21/11/2018
nissan;almera;7500;45000.0;petrol;1600.0;C;4.9999999999999964;2.3000000000000007;25/07/2020
nissan;almera;3000;250000.0;petrol;1500.0;C;6.299999999999992;1.8;16/09/2017
nissan;almera;1100;277000.0;petrol;1400.0;C;7.199999999999989;1.7;23/07/2018
nissan;almera;591;373221.0;petrol;1400.0;C;4.9999999999999964;2.2;20/12/2018
nissan;almera;809;329378.0;diesel;2000.0;C;6.89999999999999;2.4000000000000004;27/02/2020
nissan;almera;7550;58000.0;petrol;1600.0;C;6.89999999999999;1.8;20/02/2018
nissan;almera;650;225000.0;petrol;1400.0;C;4.599999999999998;2.1000000000000005;12/02/2020
nissan;almera;3750;220000.0;petrol;1500.0;C;7.199999999999989;2.4000000000000004;22/12/2015
nissan;almera;1200;300000.0;petrol;1392.0;C;4.399999999999999;1.9000000000000001;05/02/2017
nissan;almera;800;220000.0;petrol;1600.0;C;6.599999999999991;2.3000000000000007;19/02/2015
nissan;almera;6500;131000.0;petrol;1600.0;C;6.69999999999999;2.3000000000000007;26/05/2016
nissan;almera;7700;68500.0;petrol;1600.0;C;6.89999999999999;1.8;19/05/2020
nissan;almera;2300;275000.0;diesel;1500.0;C;7.199999999999989;2.3000000000000007;25/11/2019
nissan;almera;1000;350000.0;petrol;1600.0;C;6.499999999999991;2.0;17/05/2021
nissan;almera;1350;340000.0;petrol;1400.0;C;5.299999999999995;1.8;27/01/2019
nissan;almera;1426;360000.0;petrol;1400.0;C;4.6999999999999975;2.4000000000000004;12/02/2021
nissan;almera;8400;34000.0;petrol;1600.0;C;4.599999999999998;1.7;09/08/2018
nissan;almera;2500;325000.0;diesel;2200.0;C;7.599999999999987;2.0;24/06/2021
nissan;almera;599;250000.0;diesel;2000.0;C;6.3999999999999915;1.9000000000000001;31/12/2016
nissan;almera;2750;260000.0;diesel;2200.0;C;5.599999999999994;1.8;29/10/2021
nissan;almera;7843;23000.0;petrol;1600.0;C;7.499999999999988;1.9000000000000001;09/04/2017
nissan;almera;2900;230000.0;petrol;1800.0;C;6.299999999999992;2.0;27/03/2021
nissan;almera;7800;30000.0;petrol;1600.0;C;4.9999999999999964;2.4000000000000004;03/11/2018
nissan;almera;3600;185098.0;petrol;1500.0;C;6.599999999999991;2.3000000000000007;19/08/2016
nissan;almera;7400;141200.0;petrol;1600.0;C;6.499999999999991;1.9000000000000001;06/11/2021
nissan;almera;1100;150000.0;diesel;2000.0;C;5.399999999999995;2.3000000000000007;18/08/2017
nissan;almera;600;290869.0;petrol;1600.0;C;4.599999999999998;1.9000000000000001;25/06/2019
nissan;almera;2200;300000.0;diesel;2000.0;C;6.79999999999999;1.8;04/03/2015
nissan;almera;2000;323000.0;petrol;1400.0;C;5.999999999999993;1.7;28/07/2017
nissan;almera;399;222222.0;diesel;2000.0;C;5.999999999999993;1.8;02/07/2021
nissan;almera;1700;280000.0;petrol;1500.0;C;4.6999999999999975;2.0;14/10/2015
nissan;almera;4900;161000.0;diesel;1500.0;C;7.899999999999986;2.0;28/03/2020
nissan;almera;2700;340000.0;petrol;1800.0;C;6.79999999999999;1.8;30/03/2015
nissan;almera;7368;146400.0;petrol;1600.0;C;4.799999999999997;2.3000000000000007;15/11/2016
nissan;almera;400;220.0;petrol;1600.0;C;4.899999999999997;2.0;02/04/2019
nissan;almera;3400;214000.0;petrol;1800.0;C;5.299999999999995;1.7;30/07/2021
nissan;almera;7550;73500.0;petrol;1600.0;C;4.1;2.2;06/04/2018
nissan;almera;1650;300000.0;petrol;1600.0;C;6.0999999999999925;1.8;13/06/2016
nissan;almera;3299;182573.0;petrol;1600.0;C;4.399999999999999;1.9000000000000001;05/09/2018
nissan;almera;2900;272000.0;petrol;1498.0;C;6.0999999999999925;2.2;19/06/2019
nissan;almera;1500;310000.0;petrol;1400.0;C;7.299999999999988;2.3000000000000007;23/05/2015
nissan;almera;800;230000.0;petrol;1392.0;C;6.0999999999999925;2.0;17/05/2020
nissan;almera;2500;30000.0;petrol;1600.0;C;5.399999999999995;2.2;05/12/2018
nissan;almera;3300;300000.0;diesel;1500.0;C;6.79999999999999;2.0;02/03/2021
nissan;almera;7400;65000.0;petrol;1600.0;C;5.099999999999996;2.4000000000000004;28/08/2016
nissan;almera;1950;265000.0;diesel;2200.0;C;6.599999999999991;2.4000000000000004;18/11/2018
nissan;almera;7450;88000.0;petrol;1600.0;C;6.499999999999991;1.8;17/06/2019
nissan;almera;7650;130000.0;petrol;1600.0;C;7.099999999999989;2.1000000000000005;06/02/2016
nissan;almera;950;311000.0;petrol;1400.0;C;4.599999999999998;1.9000000000000001;05/11/2018
nissan;almera;3500;230000.0;petrol;1500.0;C;6.299999999999992;1.7;11/04/2017
nissan;almera;6750;89000.0;petrol;1600.0;C;4.799999999999997;2.0;02/09/2021
nissan;almera;8600;46000.0;petrol;1600.0;C;5.699999999999994;2.4000000000000004;31/08/2016
nissan;almera;2750;361000.0;petrol;1500.0;C;5.699999999999994;1.9000000000000001;29/09/2015
nissan;almera;2300;365174.0;petrol;1500.0;C;7.499999999999988;2.0;11/10/2018
nissan;almera;9500;23000.0;petrol;1600.0;C;5.699999999999994;2.3000000000000007;31/01/2021
nissan;almera;950;250000.0;petrol;1400.0;C;4.1;2.3000000000000007;05/08/2018
nissan;almera;7800;87500.0;petrol;1600.0;C;7.199999999999989;1.9000000000000001;27/02/2019
nissan;almera;1550;252000.0;diesel;2000.0;C;4.199999999999999;2.2;27/09/2015
nissan;almera;2999;240000.0;petrol;1500.0;C;6.79999999999999;1.8;18/10/2017
nissan;almera;2200;246000.0;petrol;1500.0;C;7.899999999999986;2.0;25/07/2017
nissan;almera;7800;47700.0;petrol;1600.0;C;6.199999999999992;2.3000000000000007;18/06/2021
nissan;almera;5700;239000.0;petrol;1600.0;C;5.599999999999994;2.2;16/02/2018
nissan;almera;2600;405000.0;diesel;2200.0;C;6.599999999999991;2.0;30/10/2017
nissan;almera;1500;260000.0;diesel;2000.0;C;7.499999999999988;1.8;18/07/2021
nissan;almera;850;500000.0;diesel;2000.0;C;7.299999999999988;1.8;23/06/2020
nissan;almera;2400;270000.0;petrol;1800.0;C;4.899999999999997;2.4000000000000004;14/08/2016
nissan;almera;800;208983.0;petrol;1400.0;C;7.299999999999988;2.2;12/07/2016
nissan;almera;6710;120000.0;petrol;1600.0;C;5.599999999999994;2.2;07/12/2018
nissan;almera;1200;350000.0;petrol;1600.0;C;4.9999999999999964;2.3000000000000007;29/07/2020
nissan;almera;1300;333333.0;petrol;1400.0;C;6.999999999999989;2.3000000000000007;21/12/2017
nissan;almera;1000;200000.0;diesel;2000.0;C;4.499999999999998;1.9000000000000001;02/10/2018
nissan;almera;1600;395000.0;diesel;2200.0;C;5.499999999999995;2.3000000000000007;12/07/2015
nissan;almera;7368;42000.0;petrol;1600.0;C;7.199999999999989;1.9000000000000001;13/11/2017
nissan;almera;3500;255000.0;petrol;1500.0;C;5.499999999999995;2.3000000000000007;09/08/2017
nissan;almera;1350;370000.0;diesel;2000.0;C;6.69999999999999;2.4000000000000004;21/01/2015
nissan;almera;2800;280000.0;petrol;1500.0;C;5.499999999999995;1.9000000000000001;31/07/2015
nissan;almera;2300;430000.0;diesel;2000.0;C;5.099999999999996;2.3000000000000007;25/01/2020
nissan;almera;2300;400000.0;diesel;2000.0;C;7.699999999999987;1.9000000000000001;30/11/2017
nissan;almera;1000;440000.0;petrol;1140.0;C;7.099999999999989;2.1000000000000005;21/08/2021
nissan;almera;1500;235191.0;petrol;1400.0;C;4.799999999999997;2.0;30/11/2016
nissan;almera;1800;350000.0;diesel;2200.0;C;5.699999999999994;2.0;01/12/2015
nissan;almera;1600;262000.0;petrol;1400.0;C;5.999999999999993;2.2;15/04/2019
nissan;almera;7300;38000.0;petrol;1600.0;C;5.099999999999996;2.4000000000000004;08/10/2020
nissan;almera;3500;222222.0;petrol;1500.0;C;6.299999999999992;2.0;31/10/2017
nissan;almera;3800;190000.0;diesel;1500.0;C;7.7999999999999865;2.0;04/07/2020
nissan;almera;500;450000.0;petrol;1600.0;C;6.89999999999999;2.3000000000000007;16/09/2020
nissan;almera;2139;300000.0;diesel;2000.0;C;6.299999999999992;2.2;19/06/2019
nissan;almera;3750;282000.0;petrol;1800.0;C;6.79999999999999;2.1000000000000005;20/10/2016
nissan;almera;700;327000.0;petrol;1800.0;C;6.599999999999991;2.3000000000000007;15/04/2015
nissan;almera;4600;230000.0;petrol;1500.0;C;5.499999999999995;2.1000000000000005;15/10/2019
nissan;almera;3200;250000.0;petrol;1500.0;C;4.499999999999998;1.7;21/03/2020
nissan;almera;1600;240000.0;petrol;1500.0;C;4.599999999999998;1.8;16/03/2019
nissan;almera;3000;280000.0;petrol;1500.0;C;6.3999999999999915;2.0;25/02/2018
nissan;almera;2139;203000.0;petrol;1800.0;C;5.799999999999994;1.7;13/11/2019
nissan;almera;2600;260000.0;petrol;1800.0;C;7.599999999999987;2.1000000000000005;13/04/2016
nissan;almera;700;286000.0;diesel;2000.0;C;4.9999999999999964;2.4000000000000004;05/10/2019
nissan;almera;1900;221000.0;petrol;1600.0;C;5.499999999999995;2.3000000000000007;04/10/2017
nissan;almera;8000;30000.0;petrol;1600.0;C;7.199999999999989;2.2;13/02/2017
nissan;almera;2000;192890.0;petrol;1625.0;C;6.299999999999992;2.2;20/05/2016
nissan;almera;4150;220000.0;petrol;1800.0;C;7.499999999999988;2.1000000000000005;27/12/2016
nissan;almera;2900;189000.0;petrol;1500.0;C;7.599999999999987;1.7;09/01/2021
nissan;almera;1000;250000.0;petrol;1400.0;C;6.599999999999991;2.1000000000000005;24/04/2015
nissan;almera;2100;332000.0;diesel;2200.0;C;5.999999999999993;2.3000000000000007;14/06/2016
nissan;almera;2750;262000.0;diesel;2180.0;C;6.199999999999992;2.4000000000000004;19/01/2016
nissan;almera;2500;250000.0;petrol;1800.0;C;6.499999999999991;2.0;23/09/2019
nissan;almera;1400;335000.0;petrol;1600.0;C;7.599999999999987;1.9000000000000001;11/06/2015
nissan;almera;6300;74200.0;petrol;1600.0;C;5.799999999999994;2.0;06/04/2018
nissan;almera;1700;330000.0;petrol;1400.0;C;5.599999999999994;1.9000000000000001;06/06/2021
nissan;almera;650;298000.0;petrol;1600.0;C;5.599999999999994;1.9000000000000001;14/07/2015
nissan;almera;1000;250000.0;petrol;1400.0;C;5.399999999999995;2.4000000000000004;19/03/2015
nissan;almera;599;265000.0;diesel;1500.0;C;7.7999999999999865;2.3000000000000007;24/09/2018
nissan;almera;3000;280000.0;petrol;1400.0;C;7.399999999999988;1.7;04/02/2016
nissan;almera;5990;171000.0;petrol;1600.0;C;6.0999999999999925;2.0;11/03/2017
nissan;almera;2400;315000.0;diesel;1500.0;C;4.299999999999999;1.8;28/09/2021
nissan;almera;1700;290000.0;petrol;1600.0;C;6.79999999999999;1.8;05/12/2019
nissan;almera;3500;210000.0;petrol;1500.0;C;5.899999999999993;1.9000000000000001;20/12/2017
nissan;almera;9470;24000.0;petrol;1600.0;C;5.799999999999994;2.3000000000000007;07/01/2016
nissan;almera;9900;4800.0;petrol;1600.0;C;7.399999999999988;1.7;29/03/2015
nissan;almera;6999;96370.0;petrol;1600.0;C;6.599999999999991;1.9000000000000001;13/06/2016
nissan;almera;1350;270000.0;petrol;1400.0;C;6.0999999999999925;2.4000000000000004;01/02/2020
nissan;almera;7700;68000.0;petrol;1600.0;C;6.89999999999999;1.9000000000000001;02/08/2020
nissan;almera;8260;63000.0;petrol;1600.0;C;5.599999999999994;2.1000000000000005;16/04/2020
nissan;almera;800;270000.0;petrol;1600.0;C;7.199999999999989;1.8;20/02/2015
nissan;almera;430;232323.0;diesel;2000.0;C;6.999999999999989;2.1000000000000005;07/05/2015
nissan;almera;2600;360000.0;diesel;2200.0;C;6.299999999999992;1.7;18/11/2020
nissan;almera;500;210000.0;petrol;1400.0;C;4.599999999999998;2.4000000000000004;11/04/2019
nissan;almera;1100;38000.0;petrol;1600.0;C;7.099999999999989;2.4000000000000004;01/08/2017
nissan;almera;2999;320000.0;petrol;1500.0;C;5.699999999999994;1.7;23/06/2020
nissan;almera;1350;250000.0;petrol;1400.0;C;7.099999999999989;2.1000000000000005;25/07/2018
nissan;almera;1300;350000.0;petrol;1400.0;C;5.899999999999993;1.8;13/09/2021
nissan;almera;8000;107000.0;petrol;1600.0;C;5.099999999999996;2.1000000000000005;29/12/2015
nissan;almera;2950;150203.0;diesel;2200.0;C;6.999999999999989;1.8;24/11/2019
nissan;almera;1250;409000.0;petrol;1600.0;C;5.099999999999996;2.4000000000000004;25/05/2018
nissan;almera;1250;280000.0;petrol;1600.0;C;5.899999999999993;2.0;12/12/2021
nissan;almera;2100;265000.0;petrol;1600.0;C;4.599999999999998;1.8;05/11/2017
nissan;almera;1000;234136.0;diesel;2000.0;C;4.0;2.4000000000000004;03/04/2016
nissan;almera;1350;296000.0;petrol;1400.0;C;4.6999999999999975;2.0;25/07/2015
nissan;almera;3200;280000.0;petrol;1800.0;C;4.1;2.2;06/07/2017
nissan;almera;1300;80000.0;petrol;1600.0;C;4.9999999999999964;2.1000000000000005;15/07/2016
nissan;almera;1400;356000.0;petrol;1400.0;C;4.1;2.4000000000000004;26/11/2017
nissan;almera;2200;310000.0;petrol;1500.0;C;6.299999999999992;1.8;04/02/2018
nissan;almera;7900;119000.0;petrol;1600.0;C;4.399999999999999;2.3000000000000007;29/10/2019
nissan;almera;1700;210000.0;petrol;1400.0;C;6.199999999999992;1.7;16/08/2019
nissan;almera;7550;50000.0;petrol;1600.0;C;6.89999999999999;2.2;21/01/2018
nissan;almera;1550;290000.0;petrol;1600.0;C;5.999999999999993;1.7;29/08/2016
nissan;almera;400;450000.0;petrol;1600.0;C;4.1;2.3000000000000007;11/09/2015
nissan;almera;570;260000.0;petrol;1600.0;C;5.799999999999994;2.2;21/09/2015
nissan;almera;2400;201600.0;petrol;1600.0;C;6.199999999999992;2.3000000000000007;19/05/2017
nissan;almera;2800;189500.0;petrol;1500.0;C;6.999999999999989;2.2;02/12/2018
nissan;almera;1236;230.0;petrol;1600.0;C;6.199999999999992;1.7;01/09/2021
nissan;almera;3500;168000.0;petrol;1500.0;C;4.799999999999997;2.2;13/02/2016
nissan;almera;1500;270.0;petrol;1600.0;C;6.599999999999991;2.4000000000000004;04/12/2021
nissan;almera;1995;260000.0;petrol;1500.0;C;7.099999999999989;1.9000000000000001;13/07/2021
nissan;almera;1100;310000.0;diesel;2000.0;C;5.599999999999994;2.3000000000000007;22/02/2015
nissan;almera-classic;3800;247437.0;petrol;1600.0;C;7.199999999999989;1.9000000000000001;12/11/2017
nissan;almera-classic;5700;120000.0;petrol;1600.0;C;4.899999999999997;2.3000000000000007;15/03/2018
nissan;almera-classic;4900;195400.0;petrol;1600.0;C;4.399999999999999;2.1000000000000005;04/03/2015
nissan;almera-classic;4706;146508.0;petrol;1600.0;C;5.299999999999995;2.3000000000000007;18/05/2018
nissan;almera-classic;4000;200000.0;petrol;1600.0;C;6.3999999999999915;2.4000000000000004;15/08/2016
nissan;almera-classic;5000;236958.0;petrol;1600.0;C;4.199999999999999;2.3000000000000007;05/02/2020
nissan;almera-classic;4183;220000.0;petrol;1600.0;C;6.89999999999999;1.8;15/04/2018
nissan;almera-classic;5000;143000.0;petrol;1600.0;C;7.199999999999989;2.4000000000000004;30/06/2018
nissan;almera-classic;5700;208000.0;petrol;1600.0;C;6.599999999999991;2.3000000000000007;28/10/2016
nissan;almera-classic;3700;154000.0;petrol;1600.0;C;6.199999999999992;1.8;01/08/2019
nissan;almera-classic;4100;197000.0;petrol;1600.0;C;7.199999999999989;2.4000000000000004;02/07/2021
nissan;almera-classic;6700;80.0;petrol;1600.0;C;7.499999999999988;2.4000000000000004;28/06/2016
nissan;almera-classic;6600;85000.0;petrol;1600.0;C;7.7999999999999865;2.0;21/05/2021
nissan;almera-classic;4500;150000.0;petrol;1600.0;C;6.299999999999992;1.7;20/10/2021
nissan;almera-tino;2400;300000.0;diesel;2200.0;M;6.69999999999999;2.0;23/02/2015
nissan;almera-tino;3000;300000.0;diesel;2200.0;M;4.299999999999999;2.2;28/10/2016
nissan;almera-tino;3200;400000.0;diesel;2200.0;M;4.799999999999997;2.0;21/11/2021
nissan;almera-tino;3400;290000.0;diesel;2200.0;M;6.3999999999999915;2.4000000000000004;06/07/2015
nissan;almera-tino;3850;259000.0;petrol;1800.0;M;6.79999999999999;2.3000000000000007;01/03/2021
nissan;almera-tino;3200;380000.0;diesel;2200.0;M;7.299999999999988;1.7;18/09/2020
nissan;almera-tino;3750;290000.0;diesel;2200.0;M;7.7999999999999865;2.1000000000000005;24/08/2015
nissan;almera-tino;3950;280000.0;diesel;2200.0;M;6.299999999999992;1.9000000000000001;05/07/2016
nissan;almera-tino;2190;315165.0;diesel;2200.0;M;5.499999999999995;1.9000000000000001;21/04/2021
nissan;almera-tino;2990;286000.0;diesel;2200.0;M;5.099999999999996;1.7;05/02/2020
nissan;almera-tino;3600;200000.0;petrol;1800.0;M;6.499999999999991;1.9000000000000001;23/12/2018
nissan;almera-tino;3950;200000.0;diesel;2200.0;M;7.099999999999989;2.2;21/05/2019
nissan;almera-tino;3500;404000.0;diesel;2200.0;M;5.699999999999994;2.4000000000000004;25/07/2017
nissan;almera-tino;3350;226000.0;diesel;2200.0;M;4.9999999999999964;1.8;19/03/2018
nissan;almera-tino;3750;211000.0;diesel;2200.0;M;7.899999999999986;1.7;07/10/2021
nissan;almera-tino;3400;290000.0;diesel;2200.0;M;6.999999999999989;1.9000000000000001;29/01/2021
nissan;almera-tino;2650;300000.0;petrol;2000.0;M;5.099999999999996;2.3000000000000007;29/08/2015
nissan;almera-tino;3100;325000.0;diesel;2200.0;M;7.7999999999999865;2.1000000000000005;19/02/2016
nissan;almera-tino;3750;330000.0;petrol;1800.0;M;7.499999999999988;2.3000000000000007;21/02/2018
nissan;almera-tino;3750;330000.0;petrol;1800.0;M;6.999999999999989;2.3000000000000007;19/07/2018
nissan;almera-tino;3600;358000.0;diesel;2200.0;M;5.099999999999996;2.1000000000000005;26/09/2020
nissan;almera-tino;3000;460000.0;diesel;2200.0;M;4.499999999999998;2.1000000000000005;15/03/2016
nissan;almera-tino;3600;200000.0;diesel;2200.0;M;4.799999999999997;2.4000000000000004;13/10/2015
nissan;almera-tino;4200;300000.0;diesel;2200.0;M;4.6999999999999975;2.0;09/04/2016
nissan;almera-tino;3375;197000.0;petrol;1800.0;M;4.9999999999999964;2.2;27/01/2015
nissan;almera-tino;2150;293555.0;petrol;1800.0;M;5.699999999999994;1.7;23/02/2017
nissan;almera-tino;4500;224000.0;petrol;1800.0;M;6.299999999999992;2.0;16/06/2020
nissan;almera-tino;2900;230000.0;petrol;1800.0;M;7.299999999999988;1.7;17/08/2018
nissan;almera-tino;3500;359950.0;diesel;2300.0;M;6.999999999999989;2.4000000000000004;14/09/2018
nissan;almera-tino;5500;140000.0;diesel;2200.0;M;5.299999999999995;2.3000000000000007;31/01/2017
nissan;almera-tino;3900;278000.0;petrol;2000.0;M;7.699999999999987;2.0;04/07/2015
nissan;almera-tino;3850;245000.0;petrol;1800.0;M;6.3999999999999915;2.4000000000000004;20/06/2016
nissan;almera-tino;2800;210000.0;petrol;1800.0;M;5.999999999999993;1.8;08/12/2017
nissan;almera-tino;2800;260000.0;petrol;1800.0;M;5.399999999999995;2.1000000000000005;15/09/2016
nissan;almera-tino;3500;334000.0;diesel;2200.0;M;5.999999999999993;2.0;26/06/2021
nissan;almera-tino;3400;77777.0;diesel;2200.0;M;5.399999999999995;2.0;06/06/2019
nissan;almera-tino;2900;420000.0;diesel;2200.0;M;4.399999999999999;2.2;01/01/2017
nissan;almera-tino;3800;365000.0;diesel;2200.0;M;5.499999999999995;1.9000000000000001;29/01/2018
nissan;almera-tino;3600;310000.0;diesel;2200.0;M;7.599999999999987;2.4000000000000004;23/11/2019
nissan;almera-tino;3350;210000.0;diesel;2200.0;M;6.69999999999999;1.8;09/05/2015
nissan;almera-tino;3700;255550.0;diesel;2200.0;M;7.499999999999988;1.8;16/12/2020
nissan;almera-tino;2400;317000.0;petrol;1800.0;M;4.499999999999998;2.1000000000000005;11/07/2019
nissan;almera-tino;2900;450000.0;diesel;2200.0;M;5.799999999999994;2.0;15/07/2016
nissan;almera-tino;2700;247000.0;diesel;2200.0;M;6.3999999999999915;2.4000000000000004;01/02/2015
nissan;almera-tino;3250;380000.0;diesel;2200.0;M;6.89999999999999;1.7;29/06/2018
nissan;almera-tino;3500;250000.0;diesel;2200.0;M;4.599999999999998;1.9000000000000001;13/05/2019
nissan;almera-tino;3000;290000.0;diesel;2200.0;M;5.599999999999994;2.3000000000000007;25/06/2016
nissan;almera-tino;3850;268000.0;petrol;1800.0;M;4.1;2.2;09/09/2015
nissan;almera-tino;3095;376000.0;diesel;2200.0;M;4.1;2.4000000000000004;13/09/2020
nissan;almera-tino;3600;200000.0;diesel;2200.0;M;4.6999999999999975;2.2;05/02/2018
nissan;almera-tino;3650;308300.0;diesel;2200.0;M;7.599999999999987;2.4000000000000004;21/07/2019
nissan;almera-tino;2700;300000.0;petrol;1800.0;M;7.399999999999988;2.3000000000000007;23/06/2020
nissan;almera-tino;3550;275000.0;petrol;1800.0;M;6.79999999999999;1.7;20/12/2017
nissan;almera-tino;3050;300000.0;diesel;2200.0;M;4.799999999999997;2.0;17/02/2019
nissan;almera-tino;4500;231000.0;diesel;2200.0;M;5.899999999999993;2.3000000000000007;27/07/2016
nissan;almera-tino;3500;338000.0;diesel;2200.0;M;7.899999999999986;2.3000000000000007;17/11/2017
nissan;almera-tino;2980;310000.0;diesel;2200.0;M;4.899999999999997;1.7;13/12/2021
nissan;almera-tino;4900;143000.0;petrol;1800.0;M;4.499999999999998;2.1000000000000005;23/09/2020
nissan;almera-tino;3650;341000.0;petrol;1800.0;M;4.399999999999999;1.9000000000000001;27/06/2020
nissan;almera-tino;4000;295000.0;diesel;2200.0;M;7.499999999999988;1.9000000000000001;16/06/2019
nissan;almera-tino;3450;231000.0;diesel;2200.0;M;5.299999999999995;1.8;27/12/2016
nissan;almera-tino;4500;300000.0;diesel;2200.0;M;4.399999999999999;1.9000000000000001;15/02/2015
seat;altea;8000;180000.0;petrol;1200.0;M;6.69999999999999;2.4000000000000004;03/02/2019
seat;altea;8500;125000.0;petrol;1200.0;M;5.899999999999993;2.3000000000000007;27/09/2019
seat;altea;8000;166000.0;diesel;1900.0;M;5.899999999999993;2.1000000000000005;11/04/2021
seat;altea;11000;200000.0;petrol;1200.0;M;4.299999999999999;2.1000000000000005;14/01/2019
seat;altea;7000;206400.0;diesel;2000.0;M;7.399999999999988;2.1000000000000005;28/07/2018
seat;altea;6700;207000.0;petrol;1200.0;M;6.499999999999991;2.4000000000000004;08/08/2021
seat;altea;7150;307000.0;diesel;1900.0;M;6.3999999999999915;2.3000000000000007;03/03/2017
seat;altea;5500;190000.0;petrol;1600.0;M;4.199999999999999;2.2;18/04/2020
seat;altea;7200;362000.0;diesel;1900.0;M;6.199999999999992;1.7;19/06/2020
seat;altea;6800;306000.0;diesel;1900.0;M;4.199999999999999;2.1000000000000005;11/05/2017
